2018-10-08 22:12:11,b'RT @LauraLoomer: Bill &amp; Hillary Clinton are going on tour together! \n\nHere is their tour schedule.\n\nWould be a shame if Conservatives creat\xe2\x80\xa6'
2018-10-08 22:12:10,b'RT @kookykarthik: Two fake accounts are accusing Sidharth Bhatia (@bombaywallah) of sexual harassment. Disgusting to see how the right-wing\xe2\x80\xa6'
2018-10-08 22:12:09,"b""In response to this movement and in solidarity with all the wonderful women out there, I'd say #metoo https://t.co/4SfrPRLR7j"""
2018-10-08 22:12:08,b'RT @rajsubhasish: When the #MeToo movement is gaining steam... i would like to attract attention of someone ... who is one kind of Icon of\xe2\x80\xa6'
2018-10-08 22:12:07,"b""I was the victim of a sexual assault when I was in the 4th grade. The first time I told anyone was a week ago. I'm\xe2\x80\xa6 https://t.co/2xhVWo80f6"""
2018-10-08 22:12:07,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:12:07,b'RT @lawcrimenews: Exclusive: Tom Mesereau Says Bill Cosby\xe2\x80\x99s Trial Was a Sham and #MeToo Has Gone \xe2\x80\x98Overboard\xe2\x80\x99 https://t.co/wEQXNTSYei https:\xe2\x80\xa6'
2018-10-08 22:12:06,b'RT @BeyonceKaur: All men are the FUCKING same. #sigh\n\n#TimesUp #MeTooIndia #MeToo #BelieveHer https://t.co/hM5q7NswcD'
2018-10-08 22:12:00,"b'@weirdyfeeling I had a convo about this earlier, coworker: \xe2\x80\x9cso you never just grabbed a girl randomly her tits or a\xe2\x80\xa6 https://t.co/CmJaPku0iU'"
2018-10-08 22:11:59,"b'RT @ConservaMomUSA: Non-Michigan resident, #MeToo\xe2\x81\xa0 \xe2\x81\xa0\xe2\x81\xa0mob boss&amp; #Hollywood-open-secret-keeper @Alyssa_Milano prefers White female career pol\xe2\x80\xa6'"
2018-10-08 22:11:59,"b""RT @Alyssa_Milano: Don't let this performance fool you. If @SenatorCollins believed in #MeToo she would have opened the door when I was in\xe2\x80\xa6"""
2018-10-08 22:11:55,"b'RT @GayatriDahiya: I was harassed at #Scoopwhoop by its co-founders Suparn Pandey, Sattvik Mishra, and Sriparna Tikekar; I took it to court\xe2\x80\xa6'"
2018-10-08 22:11:55,b'RT @TheQuint: The women who have come out leveling allegations against Akbar have mentioned that he would conduct interviews in hotel rooms\xe2\x80\xa6'
2018-10-08 22:11:53,"b'RT @SaraFloodman: I am a #MeToo survivor and am utterly stressed, scared, and very angry. I need to connect with other #Resisters!\n\nI will\xe2\x80\xa6'"
2018-10-08 22:11:52,b'@ShephaliBhatt What he done need to be treated criminally but problem is also with current new sense of feminism wh\xe2\x80\xa6 https://t.co/Nfy87vrIcb'
2018-10-08 22:11:52,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:11:51,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:11:51,b'@deepsealioness @DilliDurAst @Anarchified He @TajinderBagga is also in the #MeToo list but not in journo category.'
2018-10-08 22:11:50,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:11:50,b'RT @SirJadeja: Sanskari Man Alok Nath Accused Of Raping And Assaulting Director/Producer Vinita Nanda. #MeToo #MeTooIndia #TimesUp #AlokNat\xe2\x80\xa6'
2018-10-08 22:11:50,b'The write up in the link is a long one but has very important points for all women. Ladies please read up #MeToo https://t.co/GxAKQrUR2W'
2018-10-08 22:11:48,b'RT @bopptara: \xe2\x80\x9cCommon Ground\xe2\x80\x9d by @ARamosofficial is on repeat today to drown out all the hurt from the #kavanaughhearings splitting our cou\xe2\x80\xa6'
2018-10-08 22:11:46,"b'RT @demsrloosers: Patriots , you can attend a #KAG Trump rally for free. But to see the CROOKED CLINTONS it will cost you $745.00   #WalkAw\xe2\x80\xa6'"
2018-10-08 22:11:46,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:11:44,"b'RT @SaraFloodman: I am a #MeToo survivor and am utterly stressed, scared, and very angry. I need to connect with other #Resisters!\n\nI will\xe2\x80\xa6'"
2018-10-08 22:11:42,"b""RT @IndiaToday: India Today's #ConclaveEast18 witnessed an intensive discussion on Bollywood's #MeToo movement with @PoojaB1972 and Sreelek\xe2\x80\xa6"""
2018-10-08 22:11:41,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:11:41,"b""As more and more and disturbing #MeToo instances and even more disturbing reactions come to light...it's no coincid\xe2\x80\xa6 https://t.co/65FJH0kgyV"""
2018-10-08 22:11:41,b'RT @suckmysav: Leftists: Kavanaugh is definitely a filthy serial rapist! He must be investigated for the sake of wamen everywhere!11!\n\n*Kav\xe2\x80\xa6'
2018-10-08 22:11:39,b'RT @kazweida: Brett Kavanaugh got sworn onto the Supreme Court this weekend.\n\nChristine Blasey Ford can\xe2\x80\x99t return to her house because she i\xe2\x80\xa6'
2018-10-08 22:11:39,"b'RT @i_heramb: The way @iHrithik mentioned ""all proven offenders must be punished""\n\nIt tells how deeply he is seeking justice for his own ex\xe2\x80\xa6'"
2018-10-08 22:11:38,"b""RT @1stamendmnt: Police removed the sign supporting the #MeToo movement from the woman's yard. https://t.co/vLEsFfywRo #FirstAmendment"""
2018-10-08 22:11:38,"b'RT @demsrloosers: Patriots , you can attend a #KAG Trump rally for free. But to see the CROOKED CLINTONS it will cost you $745.00   #WalkAw\xe2\x80\xa6'"
2018-10-08 22:11:36,b'RT @carrieksada: No @chuckschumer you are the disgraceful one using women as props and weaponizing the #MeToo movement to further your own\xe2\x80\xa6'
2018-10-08 22:11:36,"b'RT @slone: \xf0\x9f\x9a\xa8 #MeToo choosing to become intolerant, domestic terrorists has consequences\n\nStories abound about men who will now NOT be alone\xe2\x80\xa6'"
2018-10-08 22:11:35,"b'RT @Miminality: I\xe2\x80\x99ve realized why this #Metoo movement in India has been making me gently uncomfortable, rather than feel reassured.\n\nIt\xe2\x80\x99s\xe2\x80\xa6'"
2018-10-08 22:11:35,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:11:35,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:11:34,b'@kerpen Oh. \nSo not #metoo'
2018-10-08 22:11:33,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:11:32,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:11:30,"b'Is it just me, or did the people awarding the Nobel prizes just say FU\xe2\x82\xacK YOU to \xe2\x81\xa6@POTUS\xe2\x81\xa9 \xe2\x81\xa6@realDonaldTrump\xe2\x81\xa9 \xe2\x81\xa6@GOP\xe2\x81\xa9\xe2\x80\xa6 https://t.co/Aq9eY5doob'"
2018-10-08 22:11:30,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:11:29,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:11:26,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:11:24,"b""If you can't afford the price, you can speak to Bill about it. In his office. Alone. #LiberalHypocrisy Bill, Hillar\xe2\x80\xa6 https://t.co/MT5kFh1clm"""
2018-10-08 22:11:23,b'#Metoo - pretty unbalanced https://t.co/wn1Vnwr8fI'
2018-10-08 22:11:21,"b'Patriots , you can attend a #KAG Trump rally for free. But to see the CROOKED CLINTONS it will cost you $745.00\xe2\x80\xa6 https://t.co/rdx2JRhjYM'"
2018-10-08 22:11:21,b'RT @AnthonySald: Times of India group getting taste of #Metoo\nColeman Bennett needs to step in\nWill there be &amp; Times Now Anchors Staff be n\xe2\x80\xa6'
2018-10-08 22:11:21,b'RT @carrieksada: No @chuckschumer you are the disgraceful one using women as props and weaponizing the #MeToo movement to further your own\xe2\x80\xa6'
2018-10-08 22:11:21,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:11:20,"b""RT @skhndh: Sheena has been shadowbanned and threadbanned. Twitter hasn't given Indian #MeToo a twitter moment. The world hasn't taken cogn\xe2\x80\xa6"""
2018-10-08 22:11:20,"b'Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/GaACuRxQA3 #FoxNews'"
2018-10-08 22:11:17,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:11:17,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:11:15,"b""@Cernovich Whose eating who's juggler veins @cher Looks like we got a party starting here! Woop #WalkAway #metoo #HeToo #wetoo"""
2018-10-08 22:11:13,"b""RT @KidCasteel: One of the most well reasoned &amp; well seasoned analogies I've seen on any subject.\nDefinitely worth the read.\n#MeToo #MenToo\xe2\x80\xa6"""
2018-10-08 22:11:12,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:11:12,"b'RT @Luckymydog_: Please follow me \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88#Resist \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88 I am a #MeToo\xe2\x81\xa0 \xe2\x81\xa0 survivor and am utterly stressed, scared, and very angry. I need to con\xe2\x80\xa6'"
2018-10-08 22:11:11,b'RT @So_n10s: #metoo movement becoming too hypocritical for you? #walkaway https://t.co/DHpCVdt4ch'
2018-10-08 22:11:08,"b'RT @dnaAfterHrs: #MeToo hits Sanskari Babuji #AlokNath, accused of rape and sexual harassment by TV show #Tara producer https://t.co/RRqQI4\xe2\x80\xa6'"
2018-10-08 22:11:07,"b'RT @GayatriDahiya: I was harassed at #Scoopwhoop by its co-founders Suparn Pandey, Sattvik Mishra, and Sriparna Tikekar; I took it to court\xe2\x80\xa6'"
2018-10-08 22:11:05,"b'@atensnut This is sickening:\nBill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets\xe2\x80\xa6 https://t.co/xnhBP8qaX5'"
2018-10-08 22:11:05,"b""RT @Shehla_Rashid: Dear right-wingers, you don't have to spend 24 hrs daily pointing out that men on the progressive side of the spectrum d\xe2\x80\xa6"""
2018-10-08 22:11:04,b'@tedcruz You mean the \xe2\x80\x9cangry mobs\xe2\x80\x9d of gun-toting White Supremacists + Neo-Nazis that riot + KILL peaceful protestor\xe2\x80\xa6 https://t.co/oUgmHNJv1w'
2018-10-08 22:11:04,"b""#MeToo @Alyssa_Milano This is what happens when women don't obey. https://t.co/upQJldWA54"""
2018-10-08 22:11:04,b'or we\xe2\x80\x99ll destroy your life. We\xe2\x80\x99ll send our mob to terrorize you and chase you from your home.\n#politics\n#Metoo\xe2\x80\xa6 https://t.co/uxn43H8tTr'
2018-10-08 22:11:03,"b'RT @TheAdvocateMag: ""To suggest that this [#MeToo] movement doesn\xe2\x80\x99t make women strong and stronger is really unfortunate,"" said @SenatorHei\xe2\x80\xa6'"
2018-10-08 22:11:02,b'RT @JoAnnSt98788136: trump hopes that to stigmatize these women will keep them silent. As a permanent victim trump will take the #MeToo mov\xe2\x80\xa6'
2018-10-08 22:11:02,"b'@msdeehj1 @andyrose_88 @antitru49722038 @SenSchumer Good start. So far, your position is that the rule of law shoul\xe2\x80\xa6 https://t.co/ySVh2nc19t'"
2018-10-08 22:11:00,"b""The politics minute: GOP candidate says #MeToo is about 'victimization' https://t.co/7d4zX8FRXJ"""
2018-10-08 22:10:59,b'RT @carrieksada: No @chuckschumer you are the disgraceful one using women as props and weaponizing the #MeToo movement to further your own\xe2\x80\xa6'
2018-10-08 22:10:59,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:10:57,b'RT @carrieksada: No @chuckschumer you are the disgraceful one using women as props and weaponizing the #MeToo movement to further your own\xe2\x80\xa6'
2018-10-08 22:10:57,b'RT @jessphoenix2018: Hey @SenatorCollins: your actions made it so much harder for us to report sexual assault. You are a massive disappoint\xe2\x80\xa6'
2018-10-08 22:10:56,b'@Madiface My states front running candidate for senate is quoted this week saying that attempted rape isn\xe2\x80\x99t a crime\xe2\x80\xa6 https://t.co/oXsYQsdYdi'
2018-10-08 22:10:56,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:10:55,"b'RT @rektredpill: When you join the #MeToo movement, but you\xe2\x80\x99re sad because no one will rape you. https://t.co/UnkSHDnYEY'"
2018-10-08 22:10:55,"b'RT @Luckymydog_: Please follow me \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88#Resist \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88 I am a #MeToo\xe2\x81\xa0 \xe2\x81\xa0 survivor and am utterly stressed, scared, and very angry. I need to con\xe2\x80\xa6'"
2018-10-08 22:10:54,"b'RT @TPM: Heitkamp\xe2\x80\x99s opponent says #MeToo is move towards ""victimization"" https://t.co/mbpEFF1Rxu https://t.co/KznjAnpO3W'"
2018-10-08 22:10:52,b'@PastorDScott @cinrui @KarenMonahan01 Democrats and Alyssa Milano have discredited and ruined the #Metoo movement b\xe2\x80\xa6 https://t.co/2topQ0y7M5'
2018-10-08 22:10:51,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:10:51,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:10:50,b'RT @NeilMackay: My daughter faced her own #MeToo moment - this is how the justice system failed her https://t.co/RLF4RKYbdC'
2018-10-08 22:10:50,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:10:49,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:10:46,"b""RT @AamAdmy: @TheRestlessQuil Dear Sandhyaji, You may not get personal justice here.; they will say 'why did you take 10 years to reveal it\xe2\x80\xa6"""
2018-10-08 22:10:45,b'RT @BlankNoise: Holding space for rage. Listen in to rage. #MeTooIndia #MeToo #INeverAskForIt #TimesUp Walking Towards Healing'
2018-10-08 22:10:44,b'RT @Alyssa_Milano: Less than 1% of rapes lead to felony convictions. At least 89% of victims face emotional and physical consequences. #MeT\xe2\x80\xa6'
2018-10-08 22:10:43,b'@FoxNews Wasn\xe2\x80\x99t the #metoo founder get accused of sexual assault? \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
2018-10-08 22:10:37,"b'The definition of chutzpah: The sex assaulter-in-chief goes on a speaking tour - with his wife - at this time, sell\xe2\x80\xa6 https://t.co/oWVHn2CgNQ'"
2018-10-08 22:10:36,b'Trump fails for the third time to stop the Summer Zervos defamation lawsuit  https://t.co/mWBx1Y8uyC #metoo'
2018-10-08 22:10:36,b'RT @kazweida: Brett Kavanaugh got sworn onto the Supreme Court this weekend.\n\nChristine Blasey Ford can\xe2\x80\x99t return to her house because she i\xe2\x80\xa6'
2018-10-08 22:10:36,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:10:35,b'RT @VidyaKrishnan: This post breaks my heart. Alok Nath needs to be in jail. NOW. TODAY.   #MeToo https://t.co/xR2ZSocu9y'
2018-10-08 22:10:35,"b'RT @KellyannePolls: Congratulations to Associate Justice of the United States Supreme Court Brett Kavanaugh, and to his family. \n\nYour refu\xe2\x80\xa6'"
2018-10-08 22:10:35,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:10:35,b'RT @morethanmySLE: .@foxycuda shared my story of Sexual Assault with @MillenPolitics\n\n#MeToo are #HerToo &amp; #HimToo\n\nWe see &amp; hear you.\n\nIt\xe2\x80\xa6'
2018-10-08 22:10:34,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:10:34,"b'I believe you, but only to the extent I can still do what I had originally intended to do. #MAGA #MeToo https://t.co/k7lhugBnwS'"
2018-10-08 22:10:33,"b'RT @ShephaliBhatt: ""I have waited for this moment to come for 19 years."" \n\n@vintananda\'s heart-wrenching post which reaffirms that #TimesUp\xe2\x80\xa6'"
2018-10-08 22:10:33,"b'RT @Luckymydog_: Please follow me \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88#Resist \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88 I am a #MeToo\xe2\x81\xa0 \xe2\x81\xa0 survivor and am utterly stressed, scared, and very angry. I need to con\xe2\x80\xa6'"
2018-10-08 22:10:29,b'RT @BevHillsAntifa7: Alyssa Milano talks about the time she was repeatedly punched in the vagina while in the mosh pit at a Taylor Swift co\xe2\x80\xa6'
2018-10-08 22:10:28,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:10:28,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:10:28,"b'RT @writemombritt: I was watching @Fuctupmind \'s video about Alyssa Milano\'s supposed concert ""assault"" from DECADES ago and I couldnt help\xe2\x80\xa6'"
2018-10-08 22:10:27,b'RT @SitcomPsychic: - Should we talk about how #MeToo is about ALL survivors &amp; helping to destigmatize their trauma? How the public platform\xe2\x80\xa6'
2018-10-08 22:10:27,b'@AnsalenLandmark @JustJim24 @KeepinUpWithCDJ @szizza @krantipally @ArielDumas Nope. This is total left wing bullshi\xe2\x80\xa6 https://t.co/lTa8nNlHyl'
2018-10-08 22:10:26,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:10:25,b'RT @aroesta: @FoxNews If any body needs to be protested it would be Bill Clinton #MeToo'
2018-10-08 22:10:25,"b'RT @ShephaliBhatt: ""I have waited for this moment to come for 19 years."" \n\n@vintananda\'s heart-wrenching post which reaffirms that #TimesUp\xe2\x80\xa6'"
2018-10-08 22:10:24,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:10:23,"b""RT @brianefallon: Heidi Heitkamp's opponent Kevin Cramer just mocked the #metoo movement. Heitkamp responded by telling the story of her la\xe2\x80\xa6"""
2018-10-08 22:10:23,b'RT @SirJadeja: \xf0\x9f\x91\x89Praised AIB\n\xf0\x9f\x91\x89Called Random Person Harasser\n\xf0\x9f\x91\x89Blocked People Who Exposed Her Hypocrisy\n\xf0\x9f\x91\x89Played Victim Card &amp; Ran Away From Tw\xe2\x80\xa6'
2018-10-08 22:10:22,b'@SenSchumer No @chuckschumer you are the disgraceful one using women as props and weaponizing the #MeToo movement t\xe2\x80\xa6 https://t.co/dZEHkOUQBx'
2018-10-08 22:10:22,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:10:22,"b'RT @Luckymydog_: Please follow me \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88#Resist \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88 I am a #MeToo\xe2\x81\xa0 \xe2\x81\xa0 survivor and am utterly stressed, scared, and very angry. I need to con\xe2\x80\xa6'"
2018-10-08 22:10:18,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:10:18,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:10:17,b'RT @carrieksada: No @chuckschumer you are the disgraceful one using women as props and weaponizing the #MeToo movement to further your own\xe2\x80\xa6'
2018-10-08 22:10:17,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:10:16,"b""RT @Shehla_Rashid: Dear right-wingers, you don't have to spend 24 hrs daily pointing out that men on the progressive side of the spectrum d\xe2\x80\xa6"""
2018-10-08 22:10:15,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:10:14,b'RT @kazweida: Brett Kavanaugh got sworn onto the Supreme Court this weekend.\n\nChristine Blasey Ford can\xe2\x80\x99t return to her house because she i\xe2\x80\xa6'
2018-10-08 22:10:11,"b""RT @KidCasteel: One of the most well reasoned &amp; well seasoned analogies I've seen on any subject.\nDefinitely worth the read.\n#MeToo #MenToo\xe2\x80\xa6"""
2018-10-08 22:10:11,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:10:11,"b""RT @NeueRegelIsHere: Rose McGowan slams the #MeToo movement: \xe2\x80\x9cIt's all bull. It\xe2\x80\x99s a lie. It\xe2\x80\x99s a Band-Aid lie to make them feel better. I kn\xe2\x80\xa6"""
2018-10-08 22:10:10,"b""RT @Love_Shugie: Evidently Liberals Haven't Read This Best Seller.  #MeToo #Kavanaugh @CNN @WashingtonPost @FoxNews @realDonaldTrump \n*if u\xe2\x80\xa6"""
2018-10-08 22:10:10,"b'@FoxNews Might be time for 1,000s of sexual assault ""protesters"" at every venue! #MeToo \n@CBSNews @CNN @RealJamesWoods'"
2018-10-08 22:10:08,"b""RT @Cartoon4sale: Morten Morland on Brett Kavanaugh's confirmation to the supreme court # Kavanaugh #SupremeCourtJustice #SupremeCourtJusti\xe2\x80\xa6"""
2018-10-08 22:10:07,b'RT @rajsubhasish: When the #MeToo movement is gaining steam... i would like to attract attention of someone ... who is one kind of Icon of\xe2\x80\xa6'
2018-10-08 22:10:07,"b'RT @FoxNews: Bill, Hillary Clinton to embark on speaking tour amid #MeToo backlash -- with tickets topping $745 https://t.co/JpA4nIEc0x'"
2018-10-08 22:10:06,b'RT @carrieksada: VJ is promising that she and the 44 Cabal will continue to weaponize the #MeToo movement to hurt men who\xe2\x80\x99s politics they d\xe2\x80\xa6'
2018-10-08 22:10:06,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:10:06,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:10:05,b'RT @Alyssa_Milano: Less than 1% of rapes lead to felony convictions. At least 89% of victims face emotional and physical consequences. #MeT\xe2\x80\xa6'
2018-10-08 22:10:04,b'RT @SirJadeja: Sanskari Man Alok Nath Accused Of Raping And Assaulting Director/Producer Vinita Nanda. #MeToo #MeTooIndia #TimesUp #AlokNat\xe2\x80\xa6'
2018-10-08 22:10:04,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:10:04,b'RT @Speedcomesfirst: Wondering why #MeToo #feminist prioritise over different high profile #rape allegations!\nWell take a look at this bril\xe2\x80\xa6'
2018-10-08 22:10:04,"b'RT @ConservaMomUSA: Non-Michigan resident, #MeToo\xe2\x81\xa0 \xe2\x81\xa0\xe2\x81\xa0mob boss&amp; #Hollywood-open-secret-keeper @Alyssa_Milano prefers White female career pol\xe2\x80\xa6'"
2018-10-08 22:10:03,b'@MoLulkowski @CoryBooker @real_farmacist Amazing. #MeToo gains prominence after noted Democratic fundraiser Harvey\xe2\x80\xa6 https://t.co/0izuz7GxFY'
2018-10-08 22:10:03,b'RT @instapundit: If there aren\xe2\x80\x99t #MeToo protesters at every stop I\xe2\x80\x99m calling shenanigans. https://t.co/3o0hhf10E5'
2018-10-08 22:10:02,"b""@bchapman151 But the #MeToo crowd are canvassing their liars to see who will...\xe2\x80\xa6..For some $$$$'s many will. They c\xe2\x80\xa6 https://t.co/VhezgN3iXO"""
2018-10-08 22:10:02,"b'RT @darrengrimes_: To those sneering at Boris Johnson\xe2\x80\x99s latest Daily Telegraph op-ed, he spent much of his time as Foreign Secretary campai\xe2\x80\xa6'"
2018-10-08 22:10:01,"b'RT @SaraFloodman: I am a #MeToo survivor and am utterly stressed, scared, and very angry. I need to connect with other #Resisters!\n\nI will\xe2\x80\xa6'"
2018-10-08 22:10:00,b'RT @instapundit: If there aren\xe2\x80\x99t #MeToo protesters at every stop I\xe2\x80\x99m calling shenanigans. https://t.co/3o0hhf10E5'
2018-10-08 22:09:59,b'RT @advocatearuldev: Wat the fuck hapening here??? My  heart jumps out reading it !he must be kicked off his ass..being a senior jounalist.\xe2\x80\xa6'
2018-10-08 22:09:59,b'My husband telling me all weekend that he can\xe2\x80\x99t do things around the house because it\xe2\x80\x99s a scary time for him has ac\xe2\x80\xa6 https://t.co/ViVJT7cwu4'
2018-10-08 22:09:59,"b'RT @SenSchumer: Women across the country came together around this nomination to say #MeToo, to stand up against sexual abusers and harasse\xe2\x80\xa6'"
2018-10-08 22:09:58,"b'RT @PastorDScott: I wonder why the Democratic Party, Alyssa Milano and the #Metoo movement have absolutely NO interest in Keith Ellisons vi\xe2\x80\xa6'"
2018-10-08 22:09:57,b'RT @bainjal: Glad that organisations such as @htTweets have acted but what about a #MeToo for the predator &amp; stalker politicians? When will\xe2\x80\xa6'
2018-10-08 22:09:57,b'@Bornabrit1 @SenatorCollins I was raped by a good ole WV lawyer who became a circuit court judge. I called him to c\xe2\x80\xa6 https://t.co/Pnsvy1Zu4j'
2018-10-08 22:09:57,"b'RT @kylegriffin1: Heitkamp rips Kevin Cramer over #MeToo, says her mom was sexually assaulted.\n\nWith tears in her eyes, Heitkamp said: ""And\xe2\x80\xa6'"
